Caltech Behavior Annotator - Annotation File

Configuration file:
other o
attack a
approach b
chasing c
dig d
escape e
general-sniffing f
sniff_genital p
sniff_face w
selfgrooming g
socialgrooming h
defend i
exploreobj j
climb k
follow l
mount m
biteobj n
flinch r
stand s
punch t
threaten u
interaction v
human_interfere x
tussling y

S1: start    end     type
   25905   25939    other
   25940   25948    flinch
   25949   26015    other
   26016   26057    stand
   26058   26145    selfgrooming
   26146   26363    other
   26364   26375    stand
   26376   26578    other
   26579   26610    approach
   26611   26648    general-sniffing
   26649   26729    other
   26730   26748    defend
   26749   26754    flinch
   26755   26858    other
   26859   26866    sniff_face
   26867   26896    stand
   26897   27261    other
   27262   27303    approach
   27304   27311    general-sniffing
   27312   27334    other
   27335   27343    general-sniffing
   27344   27409    other
   27410   27431    escape
   27432   27444    selfgrooming
   27445   27514    other
   27515   27589    general-sniffing
   27590   27631    other
   27632   27645    defend
   27646   27662    escape
   27663   27690    other
   27691   27721    escape
   27722   27724    approach
   27725   27746    other
   27747   27779    general-sniffing
   27780   27843    other
   27844   27853    sniff_face
   27854   27956    other
   27957   27960    sniff_face
   27961   27984    flinch
   27985   27992    escape
   27993   28121    other
   28122   28147    dig
   28148   28179    other
   28180   28185    flinch
   28186   28281    other
   28282   28304    dig
   28305   28319    approach
   28320   28326    general-sniffing
   28327   28335    other
   28336   28369    dig
   28370   28526    other
   28527   28576    dig
   28577   28577    other
   28578   28603    stand
   28604   28623    other
   28624   28732    dig
   28733   28772    stand
   28773   28798    other
   28799   28826    climb
   28827   28846    other
   28847   28873    dig
   28874   28889    stand
   28890   28906    other
   28907   28946    approach
   28947   28972    escape
   28973   29035    other
   29036   29122    dig
   29123   29145    other
   29146   29156    sniff_face
   29157   29317    other
   29318   29320    sniff_face
   29321   29369    other
   29370   29413    defend
   29414   29443    other
   29444   29486    stand
   29487   29818    other
   29819   29854    dig
   29855   29879    other
   29880   29923    stand
   29924   29956    other
   29957   29965    sniff_face
   29966   30026    other
   30027   30052    general-sniffing
   30053   30073    other
   30074   30090    selfgrooming
   30091   30217    other
   30218   30247    dig
   30248   30294    other
   30295   30318    stand
   30319   30347    other
   30348   30370    approach
   30371   30374    sniff_face
   30375   30395    escape
   30396   30423    selfgrooming
   30424   30534    other
   30535   30547    escape
   30548   30569    human_interfere
   30570   31133    other
   31134   31141    general-sniffing
   31142   31491    other
   31492   31555    dig
   31556   31560    other
   31561   31627    climb
   31628   31646    other
   31647   31781    stand
   31782   31866    other
   31867   31917    stand
   31918   32023    other
   32024   32050    approach
   32051   32068    other
   32069   32178    stand
   32179   32310    other
   32311   32386    stand
   32387   32396    other
   32397   32435    stand
   32436   32731    other
   32732   32759    stand
   32760   32804    other
   32805   32822    escape
   32823   32988    other
   32989   33081    selfgrooming
   33082   33097    other
   33098   33192    selfgrooming
   33193   33232    other
   33233   33368    selfgrooming
   33369   33435    stand
   33436   33533    other
   33534   33574    selfgrooming
   33575   33647    stand
   33648   33679    selfgrooming
   33680   33730    other
   33731   33783    stand
   33784   33844    other
   33845   33890    stand
   33891   34358    other
   34359   34426    stand
   34427   34771    other
   34772   34807    stand
   34808   35158    other
   35159   35204    stand
   35205   35271    other
